hedge,sentence,gold,hedge_gold,worker_id,hedge_judgement
algun,Con dicha cosa de <strong>algun</strong> modo nos sentimos identificados y automaticamente lo consideramos parte nuestra y nos apropiamos de ello.,FALSE,FALSE,AEN7H01OU26XL,FALSE
sin duda,"Seria algo parecido al concepto de ""humano"", <strong>sin duda</strong> vemos a muchos humanos por todos lados, pero unos niegan la humanidad de otros por mil diferentes razones, reduciendolos a animales, insectos, salvajes, gusanos, etc, etc.",FALSE,FALSE,AEN7H01OU26XL,TRUE
varios,"He colocado también a una mujer con <strong>varios</strong> hombre como imposibilidad de formar familia por el hecho, que a los varones, les sería imposible reconocer su paternidad sobre los hijos de su mujer.",FALSE,FALSE,AEN7H01OU26XL,TRUE
principalmente,"Verán, para mi un filósofo <strong>principalmente</strong> es alguien que asume una actitud ""filosófica"" (en el sentido de la palabra) por encima de lo que haya estudiado (o incluso si ni siquiera ha estudiado), alguien que se toma en serio el problema de la verdad y que tiene inquietudes intelectuales, desde luego.",FALSE,FALSE,AEN7H01OU26XL,FALSE
pienso,"Pero de todas formas, como mujer, <strong>pienso</strong> que es daros una mala imagen.",FALSE,FALSE,AEN7H01OU26XL,TRUE
podria,"De esa forma el sexo <strong>podria</strong> circular mejor, no haría falta pagar a nadie, nunca se llegaría a la explotación.",TRUE,FALSE,A8PI5IDB1JWDL,TRUE
encuentro,¿Yo? Yo siempre me arriesgo a no decir nada.... Aunque en la circularidad siempre <strong>encuentro</strong> la gran fortuna de tantearme a mi mismo una y otra vez.,FALSE,FALSE,A8PI5IDB1JWDL,TRUE
asumo,"No se si los irakies querian guerrear, (<strong>asumo</strong> que no) pero tuvieron que hacerlos porque debieron defenderse.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
algun,"Cuando la base de <strong>algun</strong> razonamiento es una interpretación personal del mundo (normalmente en ultimo termino así es) se desbloquea la entrada a muchas otras opciones, siempre teniendo en cuenta minimos que exlcuyan el relativismo total.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
algun,Y alguien quien depende de <strong>algun</strong> producto especifico para satisfacer algun deseo en particular necesita de aquel producto para satisfacer ese deseo.,FALSE,FALSE,A8PI5IDB1JWDL,TRUE
algun,Con dicha cosa de <strong>algun</strong> modo nos sentimos identificados y automaticamente lo consideramos parte nuestra y nos apropiamos de ello.,FALSE,FALSE,A8PI5IDB1JWDL,FALSE
sin duda,"Seria algo parecido al concepto de ""humano"", <strong>sin duda</strong> vemos a muchos humanos por todos lados, pero unos niegan la humanidad de otros por mil diferentes razones, reduciendolos a animales, insectos, salvajes, gusanos, etc, etc.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
varios,"He colocado también a una mujer con <strong>varios</strong> hombre como imposibilidad de formar familia por el hecho, que a los varones, les sería imposible reconocer su paternidad sobre los hijos de su mujer.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
principalmente,"Verán, para mi un filósofo <strong>principalmente</strong> es alguien que asume una actitud ""filosófica"" (en el sentido de la palabra) por encima de lo que haya estudiado (o incluso si ni siquiera ha estudiado), alguien que se toma en serio el problema de la verdad y que tiene inquietudes intelectuales, desde luego.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
pienso,"Pero de todas formas, como mujer, <strong>pienso</strong> que es daros una mala imagen.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
podria,"De esa forma el sexo <strong>podria</strong> circular mejor, no haría falta pagar a nadie, nunca se llegaría a la explotación.",TRUE,FALSE,ACT80KAZRN7TX,TRUE
encuentro,¿Yo? Yo siempre me arriesgo a no decir nada.... Aunque en la circularidad siempre <strong>encuentro</strong> la gran fortuna de tantearme a mi mismo una y otra vez.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
asumo,"No se si los irakies querian guerrear, (<strong>asumo</strong> que no) pero tuvieron que hacerlos porque debieron defenderse.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
algun,"Cuando la base de <strong>algun</strong> razonamiento es una interpretación personal del mundo (normalmente en ultimo termino así es) se desbloquea la entrada a muchas otras opciones, siempre teniendo en cuenta minimos que exlcuyan el relativismo total.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
algun,Y alguien quien depende de <strong>algun</strong> producto especifico para satisfacer algun deseo en particular necesita de aquel producto para satisfacer ese deseo.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
algun,Con dicha cosa de <strong>algun</strong> modo nos sentimos identificados y automaticamente lo consideramos parte nuestra y nos apropiamos de ello.,FALSE,FALSE,ACT80KAZRN7TX,TRUE
sin duda,"Seria algo parecido al concepto de ""humano"", <strong>sin duda</strong> vemos a muchos humanos por todos lados, pero unos niegan la humanidad de otros por mil diferentes razones, reduciendolos a animales, insectos, salvajes, gusanos, etc, etc.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
varios,"He colocado también a una mujer con <strong>varios</strong> hombre como imposibilidad de formar familia por el hecho, que a los varones, les sería imposible reconocer su paternidad sobre los hijos de su mujer.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
principalmente,"Verán, para mi un filósofo <strong>principalmente</strong> es alguien que asume una actitud ""filosófica"" (en el sentido de la palabra) por encima de lo que haya estudiado (o incluso si ni siquiera ha estudiado), alguien que se toma en serio el problema de la verdad y que tiene inquietudes intelectuales, desde luego.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
pienso,"Pero de todas formas, como mujer, <strong>pienso</strong> que es daros una mala imagen.",FALSE,FALSE,ACT80KAZRN7TX,TRUE
podria,"De esa forma el sexo <strong>podria</strong> circular mejor, no haría falta pagar a nadie, nunca se llegaría a la explotación.",TRUE,FALSE,ACM35WAJGNTJC,TRUE
encuentro,¿Yo? Yo siempre me arriesgo a no decir nada.... Aunque en la circularidad siempre <strong>encuentro</strong> la gran fortuna de tantearme a mi mismo una y otra vez.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
asumo,"No se si los irakies querian guerrear, (<strong>asumo</strong> que no) pero tuvieron que hacerlos porque debieron defenderse.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
algun,"Cuando la base de <strong>algun</strong> razonamiento es una interpretación personal del mundo (normalmente en ultimo termino así es) se desbloquea la entrada a muchas otras opciones, siempre teniendo en cuenta minimos que exlcuyan el relativismo total.",FALSE,FALSE,ACM35WAJGNTJC,FALSE
algun,Y alguien quien depende de <strong>algun</strong> producto especifico para satisfacer algun deseo en particular necesita de aquel producto para satisfacer ese deseo.,FALSE,FALSE,ACM35WAJGNTJC,FALSE
algun,Con dicha cosa de <strong>algun</strong> modo nos sentimos identificados y automaticamente lo consideramos parte nuestra y nos apropiamos de ello.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
sin duda,"Seria algo parecido al concepto de ""humano"", <strong>sin duda</strong> vemos a muchos humanos por todos lados, pero unos niegan la humanidad de otros por mil diferentes razones, reduciendolos a animales, insectos, salvajes, gusanos, etc, etc.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
varios,"He colocado también a una mujer con <strong>varios</strong> hombre como imposibilidad de formar familia por el hecho, que a los varones, les sería imposible reconocer su paternidad sobre los hijos de su mujer.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
principalmente,"Verán, para mi un filósofo <strong>principalmente</strong> es alguien que asume una actitud ""filosófica"" (en el sentido de la palabra) por encima de lo que haya estudiado (o incluso si ni siquiera ha estudiado), alguien que se toma en serio el problema de la verdad y que tiene inquietudes intelectuales, desde luego.",FALSE,FALSE,ACM35WAJGNTJC,FALSE
pienso,"Pero de todas formas, como mujer, <strong>pienso</strong> que es daros una mala imagen.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
debe,"El pobre de Albert te ha repetido 3 veces lo mismo, se <strong>debe</strong> sentir impotente ante tu obstinación.",TRUE,TRUE,A25SGBOJZLYBJO,FALSE
generalmente,"Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, <strong>generalmente</strong> ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
basicamente,"Así pues, al abordar esta situación, algunas personas llegan a la con­clusión de que la naturaleza humana es <strong>basicamente</strong> agresiva.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
deberia,"Lo que sí pienso Ivahn, es que la nada absoluta no <strong>deberia</strong> de ser tanto entendida cómo nada sino como ""estado"", sobre todo cuando en ella, en la nada absoluta, el ser no es ni una posibilidad; de cualesquiera de las formas es una idea que puede ser pensada, y por lo tanto merece un respeto metafísico",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
quien sabe,"¿Que quieren introducir diversidad en las señales de tráfico?.....PUES QUE PIENSEN Y HAGAN LO QUE QUIERAAAAAAAAAAAAAAAAAAAAAAAAN XD (entendiendo todos que soy consciente de que no me puedo desentender del todo del todo, porque <strong>quien sabe</strong> si yo llegaré a tener problemas con mi sueldo cuando me toque currar, que es básicamente lo único que me importa).",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
tal vez,"Por cierto, uno no convence al drogadicto de que debe ser salvado, es cuando este pierde a su familia, a sus amigos, lo pierde todo, que empieza a sospechar que... <strong>tal vez</strong> hay algo que esta un poquito mal...",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
bastante,Pero debemos admitirlo: Este error está <strong>bastante</strong> bueno.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
hay quien,Hay quien dice que Cuba es una maravilla y <strong>hay quien</strong> dice que Cuba es una miseria (para ilustrar).,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
parece,"Algo no funciona aqui, no crees, octoDoctor, <strong>parece</strong> un rebrote de la edad media, donde las condiciones del mercado actuan de autoridad para separar las clases, pero eso es mala trayectoria, porque favorece la lucha de clases.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
aparentemente,"futuro: <strong>aparentemente</strong> le otorga un valor infinito, para que con esta autoconciencia",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
debe,"El pobre de Albert te ha repetido 3 veces lo mismo, se <strong>debe</strong> sentir impotente ante tu obstinación.",TRUE,TRUE,A8PI5IDB1JWDL,TRUE
generalmente,"Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, <strong>generalmente</strong> ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
basicamente,"Así pues, al abordar esta situación, algunas personas llegan a la con­clusión de que la naturaleza humana es <strong>basicamente</strong> agresiva.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
deberia,"Lo que sí pienso Ivahn, es que la nada absoluta no <strong>deberia</strong> de ser tanto entendida cómo nada sino como ""estado"", sobre todo cuando en ella, en la nada absoluta, el ser no es ni una posibilidad; de cualesquiera de las formas es una idea que puede ser pensada, y por lo tanto merece un respeto metafísico",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
quien sabe,"¿Que quieren introducir diversidad en las señales de tráfico?.....PUES QUE PIENSEN Y HAGAN LO QUE QUIERAAAAAAAAAAAAAAAAAAAAAAAAN XD (entendiendo todos que soy consciente de que no me puedo desentender del todo del todo, porque <strong>quien sabe</strong> si yo llegaré a tener problemas con mi sueldo cuando me toque currar, que es básicamente lo único que me importa).",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
tal vez,"Por cierto, uno no convence al drogadicto de que debe ser salvado, es cuando este pierde a su familia, a sus amigos, lo pierde todo, que empieza a sospechar que... <strong>tal vez</strong> hay algo que esta un poquito mal...",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
bastante,Pero debemos admitirlo: Este error está <strong>bastante</strong> bueno.,FALSE,FALSE,A8PI5IDB1JWDL,FALSE
hay quien,Hay quien dice que Cuba es una maravilla y <strong>hay quien</strong> dice que Cuba es una miseria (para ilustrar).,FALSE,FALSE,A8PI5IDB1JWDL,TRUE
parece,"Algo no funciona aqui, no crees, octoDoctor, <strong>parece</strong> un rebrote de la edad media, donde las condiciones del mercado actuan de autoridad para separar las clases, pero eso es mala trayectoria, porque favorece la lucha de clases.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
aparentemente,"futuro: <strong>aparentemente</strong> le otorga un valor infinito, para que con esta autoconciencia",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
debe,"El pobre de Albert te ha repetido 3 veces lo mismo, se <strong>debe</strong> sentir impotente ante tu obstinación.",TRUE,TRUE,A39XXY1087Z6TX,TRUE
generalmente,"Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, <strong>generalmente</strong> ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
basicamente,"Así pues, al abordar esta situación, algunas personas llegan a la con­clusión de que la naturaleza humana es <strong>basicamente</strong> agresiva.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
deberia,"Lo que sí pienso Ivahn, es que la nada absoluta no <strong>deberia</strong> de ser tanto entendida cómo nada sino como ""estado"", sobre todo cuando en ella, en la nada absoluta, el ser no es ni una posibilidad; de cualesquiera de las formas es una idea que puede ser pensada, y por lo tanto merece un respeto metafísico",FALSE,FALSE,A39XXY1087Z6TX,FALSE
quien sabe,"¿Que quieren introducir diversidad en las señales de tráfico?.....PUES QUE PIENSEN Y HAGAN LO QUE QUIERAAAAAAAAAAAAAAAAAAAAAAAAN XD (entendiendo todos que soy consciente de que no me puedo desentender del todo del todo, porque <strong>quien sabe</strong> si yo llegaré a tener problemas con mi sueldo cuando me toque currar, que es básicamente lo único que me importa).",FALSE,FALSE,A39XXY1087Z6TX,TRUE
tal vez,"Por cierto, uno no convence al drogadicto de que debe ser salvado, es cuando este pierde a su familia, a sus amigos, lo pierde todo, que empieza a sospechar que... <strong>tal vez</strong> hay algo que esta un poquito mal...",FALSE,FALSE,A39XXY1087Z6TX,TRUE
bastante,Pero debemos admitirlo: Este error está <strong>bastante</strong> bueno.,FALSE,FALSE,A39XXY1087Z6TX,TRUE
hay quien,Hay quien dice que Cuba es una maravilla y <strong>hay quien</strong> dice que Cuba es una miseria (para ilustrar).,FALSE,FALSE,A39XXY1087Z6TX,TRUE
parece,"Algo no funciona aqui, no crees, octoDoctor, <strong>parece</strong> un rebrote de la edad media, donde las condiciones del mercado actuan de autoridad para separar las clases, pero eso es mala trayectoria, porque favorece la lucha de clases.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
aparentemente,"futuro: <strong>aparentemente</strong> le otorga un valor infinito, para que con esta autoconciencia",FALSE,FALSE,A39XXY1087Z6TX,TRUE
debe,"El pobre de Albert te ha repetido 3 veces lo mismo, se <strong>debe</strong> sentir impotente ante tu obstinación.",TRUE,TRUE,ACM35WAJGNTJC,TRUE
generalmente,"Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, <strong>generalmente</strong> ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.",FALSE,FALSE,ACM35WAJGNTJC,TRUE
basicamente,"Así pues, al abordar esta situación, algunas personas llegan a la con­clusión de que la naturaleza humana es <strong>basicamente</strong> agresiva.",FALSE,FALSE,ACM35WAJGNTJC,FALSE
deberia,"Lo que sí pienso Ivahn, es que la nada absoluta no <strong>deberia</strong> de ser tanto entendida cómo nada sino como ""estado"", sobre todo cuando en ella, en la nada absoluta, el ser no es ni una posibilidad; de cualesquiera de las formas es una idea que puede ser pensada, y por lo tanto merece un respeto metafísico",FALSE,FALSE,ACM35WAJGNTJC,FALSE
quien sabe,"¿Que quieren introducir diversidad en las señales de tráfico?.....PUES QUE PIENSEN Y HAGAN LO QUE QUIERAAAAAAAAAAAAAAAAAAAAAAAAN XD (entendiendo todos que soy consciente de que no me puedo desentender del todo del todo, porque <strong>quien sabe</strong> si yo llegaré a tener problemas con mi sueldo cuando me toque currar, que es básicamente lo único que me importa).",FALSE,FALSE,ACM35WAJGNTJC,TRUE
tal vez,"Por cierto, uno no convence al drogadicto de que debe ser salvado, es cuando este pierde a su familia, a sus amigos, lo pierde todo, que empieza a sospechar que... <strong>tal vez</strong> hay algo que esta un poquito mal...",FALSE,FALSE,ACM35WAJGNTJC,TRUE
bastante,Pero debemos admitirlo: Este error está <strong>bastante</strong> bueno.,FALSE,FALSE,ACM35WAJGNTJC,TRUE
hay quien,Hay quien dice que Cuba es una maravilla y <strong>hay quien</strong> dice que Cuba es una miseria (para ilustrar).,FALSE,FALSE,ACM35WAJGNTJC,TRUE
parece,"Algo no funciona aqui, no crees, octoDoctor, <strong>parece</strong> un rebrote de la edad media, donde las condiciones del mercado actuan de autoridad para separar las clases, pero eso es mala trayectoria, porque favorece la lucha de clases.",FALSE,FALSE,ACM35WAJGNTJC,FALSE
aparentemente,"futuro: <strong>aparentemente</strong> le otorga un valor infinito, para que con esta autoconciencia",FALSE,FALSE,ACM35WAJGNTJC,TRUE
debe,"El pobre de Albert te ha repetido 3 veces lo mismo, se <strong>debe</strong> sentir impotente ante tu obstinación.",TRUE,TRUE,AEN7H01OU26XL,TRUE
generalmente,"Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, <strong>generalmente</strong> ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.",FALSE,FALSE,AEN7H01OU26XL,FALSE
basicamente,"Así pues, al abordar esta situación, algunas personas llegan a la con­clusión de que la naturaleza humana es <strong>basicamente</strong> agresiva.",FALSE,FALSE,AEN7H01OU26XL,TRUE
deberia,"Lo que sí pienso Ivahn, es que la nada absoluta no <strong>deberia</strong> de ser tanto entendida cómo nada sino como ""estado"", sobre todo cuando en ella, en la nada absoluta, el ser no es ni una posibilidad; de cualesquiera de las formas es una idea que puede ser pensada, y por lo tanto merece un respeto metafísico",FALSE,FALSE,AEN7H01OU26XL,TRUE
quien sabe,"¿Que quieren introducir diversidad en las señales de tráfico?.....PUES QUE PIENSEN Y HAGAN LO QUE QUIERAAAAAAAAAAAAAAAAAAAAAAAAN XD (entendiendo todos que soy consciente de que no me puedo desentender del todo del todo, porque <strong>quien sabe</strong> si yo llegaré a tener problemas con mi sueldo cuando me toque currar, que es básicamente lo único que me importa).",FALSE,FALSE,AEN7H01OU26XL,FALSE
tal vez,"Por cierto, uno no convence al drogadicto de que debe ser salvado, es cuando este pierde a su familia, a sus amigos, lo pierde todo, que empieza a sospechar que... <strong>tal vez</strong> hay algo que esta un poquito mal...",FALSE,FALSE,AEN7H01OU26XL,FALSE
bastante,Pero debemos admitirlo: Este error está <strong>bastante</strong> bueno.,FALSE,FALSE,AEN7H01OU26XL,FALSE
hay quien,Hay quien dice que Cuba es una maravilla y <strong>hay quien</strong> dice que Cuba es una miseria (para ilustrar).,FALSE,FALSE,AEN7H01OU26XL,TRUE
parece,"Algo no funciona aqui, no crees, octoDoctor, <strong>parece</strong> un rebrote de la edad media, donde las condiciones del mercado actuan de autoridad para separar las clases, pero eso es mala trayectoria, porque favorece la lucha de clases.",FALSE,FALSE,AEN7H01OU26XL,FALSE
aparentemente,"futuro: <strong>aparentemente</strong> le otorga un valor infinito, para que con esta autoconciencia",FALSE,FALSE,AEN7H01OU26XL,TRUE
debe,"El pobre de Albert te ha repetido 3 veces lo mismo, se <strong>debe</strong> sentir impotente ante tu obstinación.",TRUE,TRUE,A3OFOYB4X0HA0M,TRUE
generalmente,"Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, <strong>generalmente</strong> ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
basicamente,"Así pues, al abordar esta situación, algunas personas llegan a la con­clusión de que la naturaleza humana es <strong>basicamente</strong> agresiva.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
deberia,"Lo que sí pienso Ivahn, es que la nada absoluta no <strong>deberia</strong> de ser tanto entendida cómo nada sino como ""estado"", sobre todo cuando en ella, en la nada absoluta, el ser no es ni una posibilidad; de cualesquiera de las formas es una idea que puede ser pensada, y por lo tanto merece un respeto metafísico",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
quien sabe,"¿Que quieren introducir diversidad en las señales de tráfico?.....PUES QUE PIENSEN Y HAGAN LO QUE QUIERAAAAAAAAAAAAAAAAAAAAAAAAN XD (entendiendo todos que soy consciente de que no me puedo desentender del todo del todo, porque <strong>quien sabe</strong> si yo llegaré a tener problemas con mi sueldo cuando me toque currar, que es básicamente lo único que me importa).",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
tal vez,"Por cierto, uno no convence al drogadicto de que debe ser salvado, es cuando este pierde a su familia, a sus amigos, lo pierde todo, que empieza a sospechar que... <strong>tal vez</strong> hay algo que esta un poquito mal...",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
bastante,Pero debemos admitirlo: Este error está <strong>bastante</strong> bueno.,FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
hay quien,Hay quien dice que Cuba es una maravilla y <strong>hay quien</strong> dice que Cuba es una miseria (para ilustrar).,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
parece,"Algo no funciona aqui, no crees, octoDoctor, <strong>parece</strong> un rebrote de la edad media, donde las condiciones del mercado actuan de autoridad para separar las clases, pero eso es mala trayectoria, porque favorece la lucha de clases.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
aparentemente,"futuro: <strong>aparentemente</strong> le otorga un valor infinito, para que con esta autoconciencia",FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
necesariamente,"Y <strong>necesariamente</strong> llego a decir ""no hay problemas filosoficos"" o mejor dicho ""no hay problemas metafisicos"" ¿No es una forma de obviar?",TRUE,FALSE,A25SGBOJZLYBJO,FALSE
encuentro,"Todas ellas, y de forma independiente, narraban una secuencia que parecía seguir un mismo patrón: audición de un zumbido extraño; visión del propio cuerpo visualizado desde fuera; sensación de encontrarse en un túnel oscuro, al final del cual se percibe una luz; <strong>encuentro</strong> con familiares o amigos anteriormente fallecidos; un diálogo con un ser luminoso; visión retrospectiva de la propia vida... hasta experimentar el regreso al cuerpo, con un posterior cambio de valores vitales y una nueva percepción del fenómeno de la muerte.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
siento,"Me es fisicamente imposible, en 10 minutos tengo ya los ojos rojos pero si he podido hacerlo desde mi celular y no <strong>siento</strong> cansancio en los ojos.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
puede,"Porqué aunque todo efecto tenga su causa,y a tal ley causal nada ni nadie se <strong>puede</strong> escapar.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
reducido,"Evidentemente esto funciona dentro de un circulo <strong>reducido</strong> con personas especificas, por lo que no siempre tiene por qué funcionar tan bien, lo que además implica que...",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
aparentemente,"Si quieres hacer una analogía entre la vagina y el pene y compararlos con corrientes filosóficas <strong>aparentemente</strong> opuestas, allá tu.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
a veces,"soy extremadamente competitivo; <strong>a veces</strong> es una virtud, a veces es un vicio.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
alguna,Y le refiero nuevamente lo que he escrito sobre la aletheia y el lethos no por que quiera repetirme no para que no quede esto último dicho de Dios como fundamento no es tan fundamenta quede en el aire sin explicación <strong>alguna</strong> y además la conclusión que asumo que para mi es importante en este punto que ante la imposibilidad de consenso se deben fijar las posiciones:,FALSE,FALSE,A25SGBOJZLYBJO,FALSE
algo,"Por ejemplo en la edad media, una buena manera de mantener el control era utilizando ilusiones mentales como la magia o la religion para infundir el temor hacia <strong>algo</strong> que dicta y controla la vida de los seres humanos (Dios).",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
esencialmente,"La máquina <strong>esencialmente</strong> está diseñada para interactuar con la inosfera, una capa de la atmósfera permanenetemente cargada de electricidad por el efecto dinamo del movimiento de rotación terrestre.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
necesariamente,"Y <strong>necesariamente</strong> llego a decir ""no hay problemas filosoficos"" o mejor dicho ""no hay problemas metafisicos"" ¿No es una forma de obviar?",TRUE,FALSE,A8PI5IDB1JWDL,FALSE
encuentro,"Todas ellas, y de forma independiente, narraban una secuencia que parecía seguir un mismo patrón: audición de un zumbido extraño; visión del propio cuerpo visualizado desde fuera; sensación de encontrarse en un túnel oscuro, al final del cual se percibe una luz; <strong>encuentro</strong> con familiares o amigos anteriormente fallecidos; un diálogo con un ser luminoso; visión retrospectiva de la propia vida... hasta experimentar el regreso al cuerpo, con un posterior cambio de valores vitales y una nueva percepción del fenómeno de la muerte.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
siento,"Me es fisicamente imposible, en 10 minutos tengo ya los ojos rojos pero si he podido hacerlo desde mi celular y no <strong>siento</strong> cansancio en los ojos.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
puede,"Porqué aunque todo efecto tenga su causa,y a tal ley causal nada ni nadie se <strong>puede</strong> escapar.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
reducido,"Evidentemente esto funciona dentro de un circulo <strong>reducido</strong> con personas especificas, por lo que no siempre tiene por qué funcionar tan bien, lo que además implica que...",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
aparentemente,"Si quieres hacer una analogía entre la vagina y el pene y compararlos con corrientes filosóficas <strong>aparentemente</strong> opuestas, allá tu.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
a veces,"soy extremadamente competitivo; <strong>a veces</strong> es una virtud, a veces es un vicio.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
alguna,Y le refiero nuevamente lo que he escrito sobre la aletheia y el lethos no por que quiera repetirme no para que no quede esto último dicho de Dios como fundamento no es tan fundamenta quede en el aire sin explicación <strong>alguna</strong> y además la conclusión que asumo que para mi es importante en este punto que ante la imposibilidad de consenso se deben fijar las posiciones:,FALSE,FALSE,A8PI5IDB1JWDL,FALSE
algo,"Por ejemplo en la edad media, una buena manera de mantener el control era utilizando ilusiones mentales como la magia o la religion para infundir el temor hacia <strong>algo</strong> que dicta y controla la vida de los seres humanos (Dios).",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
esencialmente,"La máquina <strong>esencialmente</strong> está diseñada para interactuar con la inosfera, una capa de la atmósfera permanenetemente cargada de electricidad por el efecto dinamo del movimiento de rotación terrestre.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
necesariamente,"Y <strong>necesariamente</strong> llego a decir ""no hay problemas filosoficos"" o mejor dicho ""no hay problemas metafisicos"" ¿No es una forma de obviar?",TRUE,FALSE,AEN7H01OU26XL,FALSE
encuentro,"Todas ellas, y de forma independiente, narraban una secuencia que parecía seguir un mismo patrón: audición de un zumbido extraño; visión del propio cuerpo visualizado desde fuera; sensación de encontrarse en un túnel oscuro, al final del cual se percibe una luz; <strong>encuentro</strong> con familiares o amigos anteriormente fallecidos; un diálogo con un ser luminoso; visión retrospectiva de la propia vida... hasta experimentar el regreso al cuerpo, con un posterior cambio de valores vitales y una nueva percepción del fenómeno de la muerte.",FALSE,FALSE,AEN7H01OU26XL,TRUE
siento,"Me es fisicamente imposible, en 10 minutos tengo ya los ojos rojos pero si he podido hacerlo desde mi celular y no <strong>siento</strong> cansancio en los ojos.",FALSE,FALSE,AEN7H01OU26XL,FALSE
puede,"Porqué aunque todo efecto tenga su causa,y a tal ley causal nada ni nadie se <strong>puede</strong> escapar.",FALSE,FALSE,AEN7H01OU26XL,TRUE
reducido,"Evidentemente esto funciona dentro de un circulo <strong>reducido</strong> con personas especificas, por lo que no siempre tiene por qué funcionar tan bien, lo que además implica que...",FALSE,FALSE,AEN7H01OU26XL,FALSE
